Sex,Length,Width,Height,Weight,Non_Shell Weight,Intestine Weight,Shell Weight,Stage of Life
M,0.24375,0.121875,0.0609375,0.5532307273482094,0.2976071301944698,0.121875,0.12796875,Child
F,0.14375,0.071875,0.0359375,0.3274347177304669,0.1632153336203691,0.071875,0.07546875,Child
I,0.34375,0.171875,0.0859375,0.7105503613447127,0.3560900468602723,0.171875,0.1804687499999999,Child
M,0.09375,0.046875,0.0234375,0.2248727236843046,0.1233910243044943,0.046875,0.04921875,Child
F,0.29375,0.146875,0.0734375,0.622121276657664,0.3127765838459301,0.146875,0.15421875,Child
M,0.19375,0.096875,0.0484375,0.4351362475887627,0.2183316815621613,0.096875,0.10171875,Child
F,0.39375,0.196875,0.0984375,0.8511385976451564,0.4463367162314504,0.196875,0.2067187499999999,Child
M,0.003125,0.0015625,0.00078125,0.0380086114191571,0.0287324653621566,0.0015625,0.001640625,Child
F,0.203125,0.1015625,0.05078125,0.4643442811676998,0.2559778569996332,0.1015625,0.106640625,Child
F,0.103125,0.0515625,0.02578125,0.2451064368507007,0.1200238822892056,0.0515625,0.054140625,Child
I,0.303125,0.1515625,0.07578125,0.6734469003279033,0.3603971781769514,0.1515625,0.159140625,Child
M,0.053125,0.0265625,0.01328125,0.1322568042869039,0.0777830717894971,0.0265625,0.027890625,Child
F,0.253125,0.1265625,0.06328125,0.57452110538621,0.3076999992609398,0.1265625,0.1328906249999999,Child
F,0.153125,0.0765625,0.03828125,0.3430022340646238,0.1782314656187447,0.0765625,0.080390625,Child
M,0.353125,0.1765625,0.08828125,0.7558607329909427,0.3742886570525466,0.1765625,0.185390625,Child
F,0.028125,0.0140625,0.00703125,0.1006438690111594,0.0557639438644007,0.0140625,0.014765625,Child
M,0.228125,0.1140625,0.05703125,0.4927633903462153,0.2536773000775386,0.1140625,0.119765625,Child
F,0.128125,0.0640625,0.03203125,0.2961834139713667,0.1580199250683704,0.0640625,0.067265625,Child
F,0.328125,0.1640625,0.08203125,0.7179659463696307,0.37141620447899,0.1640625,0.172265625,Child
F,0.078125,0.0390625,0.01953125,0.2133561975077162,0.1274920871027472,0.0390625,0.041015625,Child
F,0.278125,0.1390625,0.06953125,0.6058772480313792,0.3133733984147061,0.1390625,0.1460156249999999,Child
M,0.178125,0.0890625,0.04453125,0.40785801765668,0.2068151925777111,0.0890625,0.0935156249999999,Child
F,0.378125,0.1890625,0.09453125,0.7954618089145004,0.3879201756628354,0.1890625,0.198515625,Child
F,0.015625,0.0078125,0.00390625,0.0813910938101252,0.0537870766809086,0.0078125,0.008203125,Child
I,0.215625,0.1078125,0.05390625,0.4564728610881037,0.2335651082584051,0.1078125,0.113203125,Child
F,0.115625,0.0578125,0.02890625,0.2700423044517727,0.1480454377974679,0.0578125,0.060703125,Child
M,0.315625,0.1578125,0.07890625,0.6848131894087178,0.3523167309895465,0.1578125,0.165703125,Child
F,0.065625,0.0328125,0.01640625,0.1500548462115802,0.0789867199891114,0.0328125,0.034453125,Child
F,0.265625,0.1328125,0.06640625,0.6013291407665472,0.3112785381923137,0.1328125,0.1394531249999999,Child
M,0.165625,0.0828125,0.04140625,0.3830587106995441,0.2128234008392953,0.0828125,0.0869531249999999,Child
M,0.365625,0.1828125,0.09140625,0.7526289145046156,0.3772218836382829,0.1828125,0.191953125,Child
I,0.040625,0.0203125,0.01015625,0.1292609337482832,0.0801038620436103,0.0203125,0.021328125,Child
F,0.240625,0.1203125,0.06015625,0.5099597435020572,0.2558437025857311,0.1203125,0.1263281249999999,Child
M,0.140625,0.0703125,0.03515625,0.3293799011765688,0.1682700658553991,0.0703125,0.073828125,Child
M,0.340625,0.1703125,0.08515625,0.7041642921406027,0.3514288459461398,0.1703125,0.178828125,Child
F,0.090625,0.0453125,0.02265625,0.2153484138010432,0.1158381356789505,0.0453125,0.047578125,Child
F,0.290625,0.1453125,0.07265625,0.6329517178001852,0.3152066645123644,0.1453125,0.1525781249999999,Child
M,0.190625,0.0953125,0.04765625,0.4047262802287709,0.2081142610683885,0.0953125,0.1000781249999999,Child
M,0.390625,0.1953125,0.09765625,0.8595254222717661,0.4444475364727567,0.1953125,0.205078125,Child
F,0.009375,0.0046875,0.00234375,0.0579630799430203,0.0318332298821088,0.0046875,0.004921875,Child
F,0.209375,0.1046875,0.05234375,0.438663198945331,0.2177153342553874,0.1046875,0.109921875,Child
M,0.109375,0.0546875,0.02734375,0.2624967740898139,0.1441432246815746,0.0546875,0.057421875,Child
I,0.309375,0.1546875,0.07734375,0.6563318275326456,0.3321266642162027,0.1546875,0.162421875,Child
M,0.059375,0.0296875,0.01484375,0.157501048019414,0.0770741087064835,0.0296875,0.0311718749999999,Child
F,0.259375,0.1296875,0.06484375,0.5828444852669435,0.2975417364279286,0.1296875,0.136171875,Child
M,0.159375,0.0796875,0.03984375,0.3504329572468556,0.1707539312499172,0.0796875,0.0836718749999999,Child
I,0.359375,0.1796875,0.08984375,0.7591199389877823,0.3716764456479986,0.1796875,0.188671875,Child
F,0.034375,0.0171875,0.00859375,0.1100281004887754,0.0737739285637791,0.0171875,0.018046875,Child
I,0.234375,0.1171875,0.05859375,0.503359790654508,0.2580052838126451,0.1171875,0.123046875,Child
F,0.134375,0.0671875,0.03359375,0.3369726911864993,0.1797114784149586,0.0671875,0.070546875,Child
F,0.334375,0.1671875,0.08359375,0.7461512894696466,0.3868444085998476,0.1671875,0.175546875,Child
F,0.084375,0.0421875,0.02109375,0.215656528768811,0.1161291718030925,0.0421875,0.044296875,Child
M,0.284375,0.1421875,0.07109375,0.6081808103302826,0.3073479062519409,0.1421875,0.149296875,Child
M,0.184375,0.0921875,0.04609375,0.3903354214142628,0.1940385483833328,0.0921875,0.0967968749999999,Child
M,0.384375,0.1921875,0.09609375,0.8475378160954673,0.4399972665936852,0.1921875,0.201796875,Child
F,0.021875,0.0109375,0.00546875,0.0779075148452044,0.036011349463703,0.0109375,0.011484375,Child
F,0.221875,0.1109375,0.05546875,0.4991300117454804,0.2575815436103571,0.1109375,0.116484375,Child
I,0.121875,0.0609375,0.03046875,0.2902006273975812,0.1581187291183907,0.0609375,0.063984375,Child
M,0.321875,0.1609375,0.08046875,0.7223701177895281,0.376088457935374,0.1609375,0.168984375,Child
F,0.071875,0.0359375,0.01796875,0.1880292775802258,0.09708593391707,0.0359375,0.037734375,Child
F,0.271875,0.1359375,0.06796875,0.5674514561612279,0.2834991531415731,0.1359375,0.142734375,Child
F,0.171875,0.0859375,0.04296875,0.3837764310578793,0.1915541012864674,0.0859375,0.0902343749999999,Child
M,0.371875,0.1859375,0.09296875,0.7789717444572389,0.3969638432612034,0.1859375,0.195234375,Child
F,0.046875,0.0234375,0.01171875,0.1270251971464601,0.0601233591437469,0.0234375,0.024609375,Child
I,0.246875,0.1234375,0.06171875,0.5239933629218607,0.2599773384882053,0.1234375,0.129609375,Child
F,0.146875,0.0734375,0.03671875,0.3093410171162638,0.1521472429509374,0.0734375,0.077109375,Child
I,0.346875,0.1734375,0.08671875,0.7547778553091181,0.3892475353960394,0.1734375,0.182109375,Child
M,0.096875,0.0484375,0.02421875,0.2433783919414586,0.138347531309311,0.0484375,0.050859375,Child
M,0.296875,0.1484375,0.07421875,0.6748255125763711,0.352590739817072,0.1484375,0.155859375,Child
F,0.196875,0.0984375,0.04921875,0.4489717200256073,0.2346657782379967,0.0984375,0.1033593749999999,Child
I,0.396875,0.1984375,0.09921875,0.8672750599143269,0.4438704720859939,0.1984375,0.2083593749999999,Child
M,0.0015625,0.00078125,0.000390625,0.0594906170178727,0.0381570532756967,0.00078125,0.0008203125,Child
F,0.2015625,0.10078125,0.050390625,0.4682703056328384,0.2527546939855037,0.10078125,0.1058203125,Child
I,0.1015625,0.05078125,0.025390625,0.2700962486026899,0.1486109374019228,0.05078125,0.0533203125,Child
M,0.3015625,0.15078125,0.075390625,0.6733041718434182,0.3562324826591696,0.15078125,0.1583203125,Child
F,0.0515625,0.02578125,0.012890625,0.1287537983057786,0.0601584738294245,0.02578125,0.0270703125,Child
F,0.2515625,0.12578125,0.062890625,0.5645110373707756,0.2899562053742359,0.12578125,0.1320703125,Child
F,0.1515625,0.07578125,0.037890625,0.3557950836242172,0.1836896324209969,0.07578125,0.0795703125,Child
M,0.3515625,0.17578125,0.087890625,0.7379194700598679,0.3681798743576718,0.17578125,0.1845703125,Child
M,0.0265625,0.01328125,0.006640625,0.0889823150005437,0.0537374679441937,0.01328125,0.0139453125,Child
F,0.2265625,0.11328125,0.056640625,0.4665554473088433,0.2335270370263263,0.11328125,0.1189453125,Child
I,0.1265625,0.06328125,0.031640625,0.2664861744522908,0.1322524921584734,0.06328125,0.0664453124999999,Child
M,0.3265625,0.16328125,0.081640625,0.6901638920155183,0.3546351872436357,0.16328125,0.1714453125,Child
F,0.0765625,0.03828125,0.019140625,0.1737298710675654,0.0922248032015099,0.03828125,0.0401953125,Child
M,0.2765625,0.13828125,0.069140625,0.6080123555332327,0.3241920743762276,0.13828125,0.1451953125,Child
M,0.1765625,0.08828125,0.044140625,0.3941504127469415,0.212854447353838,0.08828125,0.0926953125,Child
M,0.3765625,0.18828125,0.094140625,0.7908110775642293,0.3986064940890541,0.18828125,0.1976953125,Child
M,0.0140625,0.00703125,0.003515625,0.0453022499715036,0.0230031470772711,0.00703125,0.0073828125,Child
M,0.2140625,0.10703125,0.053515625,0.487505733031893,0.2535934647653814,0.10703125,0.1123828125,Child
M,0.1140625,0.05703125,0.028515625,0.2638551109966097,0.1400263562948934,0.05703125,0.0598828125,Child
M,0.3140625,0.15703125,0.078515625,0.6805267099509863,0.3423717695613277,0.15703125,0.1648828125,Child
M,0.0640625,0.03203125,0.016015625,0.1814335596059617,0.1133866760834833,0.03203125,0.0336328125,Child
M,0.2640625,0.13203125,0.066015625,0.5488817617703078,0.2780036646399095,0.13203125,0.1386328125,Child
F,0.1640625,0.08203125,0.041015625,0.353692756636736,0.175146338516597,0.08203125,0.0861328125,Child
F,0.3640625,0.18203125,0.091015625,0.7822064618898228,0.3945232617603293,0.18203125,0.1911328125,Child
F,0.0390625,0.01953125,0.009765625,0.1152600399007273,0.059771033670281,0.01953125,0.0205078125,Child
F,0.2390625,0.11953125,0.059765625,0.515450079084665,0.2608375530243488,0.11953125,0.1255078124999999,Child
M,0.1390625,0.06953125,0.034765625,0.3035923875040066,0.1467845536763062,0.06953125,0.0730078124999999,Child
M,0.3390625,0.16953125,0.084765625,0.7451450104903127,0.3870267380258319,0.16953125,0.1780078125,Child
F,0.0890625,0.04453125,0.022265625,0.2057639575564437,0.1117028146768069,0.04453125,0.0467578124999999,Child
M,0.2890625,0.14453125,0.072265625,0.6379541062438508,0.3368083964054524,0.14453125,0.1517578125,Child
M,0.1890625,0.09453125,0.047265625,0.4200974966059815,0.2259122879894706,0.09453125,0.0992578125,Child
M,0.3890625,0.19453125,0.097265625,0.8228368773528305,0.4085122170141921,0.19453125,0.2042578125,Child
F,0.0078125,0.00390625,0.001953125,0.063618786314722,0.0442880486367496,0.00390625,0.0041015625,Child
F,0.2078125,0.10390625,0.051953125,0.4730931680690668,0.246603464889002,0.10390625,0.1091015625,Child
M,0.1078125,0.05390625,0.026953125,0.2599889354185229,0.1455647791577396,0.05390625,0.0566015625,Child
M,0.3078125,0.15390625,0.076953125,0.6577072648526733,0.3358019667578512,0.15390625,0.1616015625,Child
F,0.0578125,0.02890625,0.014453125,0.1433534210550056,0.078692337761683,0.02890625,0.0303515625,Child
F,0.2578125,0.12890625,0.064453125,0.5441493468063302,0.2746974770355916,0.12890625,0.1353515625,Child
M,0.1578125,0.07890625,0.039453125,0.3760027488896933,0.2113635439728503,0.07890625,0.0828515625,Child
F,0.3578125,0.17890625,0.089453125,0.7483057965242831,0.3700164612569361,0.17890625,0.1878515624999999,Child
F,0.0328125,0.01640625,0.008203125,0.124655740094619,0.0761462009125019,0.01640625,0.0172265625,Child
M,0.2328125,0.11640625,0.058203125,0.5226845092272949,0.2693999637433928,0.11640625,0.1222265625,Child
M,0.1328125,0.06640625,0.033203125,0.3041157300880044,0.1677754322979632,0.06640625,0.0697265624999999,Child
M,0.3328125,0.16640625,0.083203125,0.7095987453115861,0.3667956239559131,0.16640625,0.1747265625,Child
F,0.0828125,0.04140625,0.020703125,0.2009298212457088,0.0971644869528338,0.04140625,0.0434765624999999,Child
M,0.2828125,0.14140625,0.070703125,0.6348261004022889,0.3314398800006947,0.14140625,0.1484765625,Child
F,0.1828125,0.09140625,0.045703125,0.3827162452787209,0.1916577053949388,0.09140625,0.0959765625,Child
F,0.3828125,0.19140625,0.095703125,0.8261520151241082,0.421417420283353,0.19140625,0.2009765624999999,Child
F,0.0203125,0.01015625,0.005078125,0.0735068938669361,0.0407857726590626,0.01015625,0.0106640625,Child
M,0.2203125,0.11015625,0.055078125,0.4810431711917642,0.2500555684360681,0.11015625,0.1156640625,Child
M,0.1203125,0.06015625,0.030078125,0.2817932825998968,0.1434904695551041,0.06015625,0.0631640624999999,Child
F,0.3203125,0.16015625,0.080078125,0.7080819208868165,0.3746031424199397,0.16015625,0.1681640625,Child
F,0.0703125,0.03515625,0.017578125,0.1972698258541268,0.1086194303430629,0.03515625,0.0369140625,Child
F,0.2703125,0.13515625,0.067578125,0.5910233906806213,0.3128773152012962,0.13515625,0.1419140625,Child
M,0.1703125,0.08515625,0.042578125,0.3785077025747229,0.197151968198405,0.08515625,0.0894140625,Child
M,0.3703125,0.18515625,0.092578125,0.7793112340108533,0.3866882741290291,0.18515625,0.1944140624999999,Child
M,0.0453125,0.02265625,0.011328125,0.144757880471953,0.0919911029566098,0.02265625,0.0237890625,Child
I,0.2453125,0.12265625,0.061328125,0.5470746457255016,0.2877195073423228,0.12265625,0.1287890625,Child
F,0.1453125,0.07265625,0.036328125,0.330084738540445,0.1635973508088785,0.07265625,0.0762890624999999,Child
M,0.3453125,0.17265625,0.086328125,0.7455105467631987,0.3814671823537652,0.17265625,0.1812890625,Child
M,0.0953125,0.04765625,0.023828125,0.2351572168316087,0.1369775733215783,0.04765625,0.0500390624999999,Child
M,0.2953125,0.14765625,0.073828125,0.659758710549913,0.3431291058534854,0.14765625,0.1550390625,Child
F,0.1953125,0.09765625,0.048828125,0.4313398318328006,0.2211191339631985,0.09765625,0.1025390625,Child
M,0.3953125,0.19765625,0.098828125,0.8672872426464354,0.4464001267797114,0.19765625,0.2075390624999999,Child
F,0.0046875,0.00234375,0.001171875,0.0744848272026378,0.0541316489087784,0.00234375,0.0024609375,Child
F,0.2046875,0.10234375,0.051171875,0.4274778144685261,0.2144658414461679,0.10234375,0.1074609374999999,Child
F,0.1046875,0.05234375,0.026171875,0.2170724978657111,0.1075026939833698,0.05234375,0.0549609375,Child
F,0.3046875,0.15234375,0.076171875,0.6618645180787873,0.3376107816980224,0.15234375,0.1599609374999999,Child
F,0.0546875,0.02734375,0.013671875,0.1262414067260027,0.0666225972038379,0.02734375,0.0287109375,Child
F,0.2546875,0.12734375,0.063671875,0.5706306621765392,0.300838373786234,0.12734375,0.1337109375,Child
F,0.1546875,0.07734375,0.038671875,0.3413004374813302,0.1815331375383626,0.07734375,0.0812109375,Child
F,0.3546875,0.17734375,0.088671875,0.7639853785590515,0.3963706709900338,0.17734375,0.1862109375,Child
M,0.0296875,0.01484375,0.007421875,0.0881011758197398,0.0397110793515823,0.01484375,0.0155859374999999,Child
M,0.2296875,0.11484375,0.057421875,0.4991700024806821,0.248340916408194,0.11484375,0.1205859374999999,Child
M,0.1296875,0.06484375,0.032421875,0.2754762753830996,0.1424428565354374,0.06484375,0.0680859375,Child
F,0.3296875,0.16484375,0.082421875,0.6924731661056258,0.3513715183515214,0.16484375,0.1730859374999999,Child
F,0.0796875,0.03984375,0.019921875,0.1795896663530953,0.0859456060285548,0.03984375,0.0418359374999999,Child
F,0.2796875,0.13984375,0.069921875,0.5974634839205177,0.29664156565059,0.13984375,0.1468359374999999,Child
F,0.1796875,0.08984375,0.044921875,0.4209800647723272,0.2175989751249321,0.08984375,0.0943359375,Child
F,0.3796875,0.18984375,0.094921875,0.8282586177329007,0.4321411534122181,0.18984375,0.1993359375,Child
M,0.0171875,0.00859375,0.004296875,0.0477914863534913,0.0267180833074709,0.00859375,0.0090234375,Child
F,0.2171875,0.10859375,0.054296875,0.5008347612672889,0.2720633606880742,0.10859375,0.1140234374999999,Child
M,0.1171875,0.05859375,0.029296875,0.2660863447879141,0.1291627769365835,0.05859375,0.0615234375,Child
M,0.3171875,0.15859375,0.079296875,0.7013929762556658,0.3716439512576089,0.15859375,0.1665234374999999,Child
F,0.0671875,0.03359375,0.016796875,0.1824666157390028,0.0967981557347029,0.03359375,0.0352734375,Child
F,0.2671875,0.13359375,0.066796875,0.5697279625163888,0.286255694218324,0.13359375,0.1402734375,Child
M,0.1671875,0.08359375,0.041796875,0.3774720753500885,0.1994365812285432,0.08359375,0.0877734375,Child
F,0.3671875,0.18359375,0.091796875,0.8018945175275908,0.421559675034568,0.18359375,0.1927734375,Child
M,0.0421875,0.02109375,0.010546875,0.1225428199387933,0.0674518177954596,0.02109375,0.0221484375,Child
I,0.2421875,0.12109375,0.060546875,0.554124386424,0.2952995769878517,0.12109375,0.1271484375,Child
M,0.1421875,0.07109375,0.035546875,0.2959484739402584,0.1475226378166159,0.07109375,0.0746484375,Child
I,0.3421875,0.17109375,0.085546875,0.7231126907819312,0.3681386938941767,0.17109375,0.1796484374999999,Child
I,0.0921875,0.04609375,0.023046875,0.2148543579165518,0.1063753723943087,0.04609375,0.0483984374999999,Child
F,0.2921875,0.14609375,0.073046875,0.6603134847685805,0.3484813058068729,0.14609375,0.1533984374999999,Child
F,0.1921875,0.09609375,0.048046875,0.4158831846873461,0.2114038121597853,0.09609375,0.1008984375,Child
I,0.3921875,0.19609375,0.098046875,0.8524351073876493,0.4365163658166374,0.19609375,0.2058984375,Child
F,0.0109375,0.00546875,0.002734375,0.0426781019476005,0.0204590025571347,0.00546875,0.0057421875,Child
M,0.2109375,0.10546875,0.052734375,0.4450165105859835,0.2211928118225157,0.10546875,0.1107421874999999,Child
F,0.1109375,0.05546875,0.027734375,0.2601492869719228,0.1417761787101132,0.05546875,0.0582421875,Child
F,0.3109375,0.15546875,0.077734375,0.6565414522986506,0.3350905056820989,0.15546875,0.1632421875,Child
M,0.0609375,0.03046875,0.015234375,0.1727857576135424,0.0927462593595684,0.03046875,0.0319921875,Child
F,0.2609375,0.13046875,0.065234375,0.5547571846656685,0.2815703858852852,0.13046875,0.1369921875,Child
F,0.1609375,0.08046875,0.040234375,0.3567711291162634,0.1748356002092097,0.08046875,0.0844921875,Child
F,0.3609375,0.18046875,0.090234375,0.7864425900915119,0.4054870141679554,0.18046875,0.1894921875,Child
F,0.0359375,0.01796875,0.008984375,0.1238866739301248,0.0670707880361002,0.01796875,0.0188671875,Child
F,0.2359375,0.11796875,0.058984375,0.5306767008000864,0.2700451672243073,0.11796875,0.1238671874999999,Child
F,0.1359375,0.06796875,0.033984375,0.334248170088511,0.1774219766158376,0.06796875,0.0713671875,Child
I,0.3359375,0.16796875,0.083984375,0.7027756008574166,0.3447864543931641,0.16796875,0.1763671875,Child
I,0.0859375,0.04296875,0.021484375,0.2330339076221191,0.1258321437611077,0.04296875,0.0451171874999999,Child
M,0.2859375,0.14296875,0.071484375,0.6480222857053239,0.3425157135052773,0.14296875,0.1501171875,Child
F,0.1859375,0.09296875,0.046484375,0.4067905363945361,0.211102254685376,0.09296875,0.0976171875,Child
F,0.3859375,0.19296875,0.096484375,0.8363673808874061,0.426908563077908,0.19296875,0.2026171875,Child
M,0.0234375,0.01171875,0.005859375,0.0879975740838743,0.0517788639702953,0.01171875,0.0123046875,Child
M,0.2234375,0.11171875,0.055859375,0.5070737865806145,0.2756312236851158,0.11171875,0.1173046874999999,Child
M,0.1234375,0.06171875,0.030859375,0.2892025320144736,0.1575889025229433,0.06171875,0.0648046875,Child
M,0.3234375,0.16171875,0.080859375,0.682660053932972,0.3498267812012731,0.16171875,0.1698046875,Child
F,0.0734375,0.03671875,0.018359375,0.1789976238147575,0.0943082894523503,0.03671875,0.0385546875,Child
M,0.2734375,0.13671875,0.068359375,0.5879032172441925,0.2969431020201017,0.13671875,0.1435546875,Child
I,0.1734375,0.08671875,0.043359375,0.4129112928411335,0.2193200646603959,0.08671875,0.0910546875,Child
F,0.3734375,0.18671875,0.093359375,0.7853771051824825,0.3876404306670509,0.18671875,0.1960546875,Child
I,0.0484375,0.02421875,0.012109375,0.1232408335838429,0.0714637674495323,0.02421875,0.0254296875,Child
M,0.2484375,0.12421875,0.062109375,0.5558623581497173,0.2815321015103085,0.12421875,0.1304296875,Child
F,0.1484375,0.07421875,0.037109375,0.3407801007032715,0.1747901786547064,0.07421875,0.0779296875,Child
I,0.3484375,0.17421875,0.087109375,0.7630546829099928,0.4000491235699962,0.17421875,0.1829296875,Child
F,0.0984375,0.04921875,0.024609375,0.2134242851458183,0.1050293669378959,0.04921875,0.0516796874999999,Child
M,0.2984375,0.14921875,0.074609375,0.6332265319641723,0.3204678335528866,0.14921875,0.1566796875,Child
F,0.1984375,0.09921875,0.049609375,0.4660867244744066,0.2504295536726695,0.09921875,0.1041796874999999,Child
F,0.3984375,0.19921875,0.099609375,0.8760719536632977,0.4578633607248979,0.19921875,0.2091796875,Child
M,0.00078125,0.000390625,0.0001953125,0.0583146036653343,0.0434546595543358,0.000390625,0.00041015625,Child
F,0.20078125,0.100390625,0.0501953125,0.4237903020284619,0.2072903746299416,0.100390625,0.10541015625,Child
I,0.10078125,0.050390625,0.0251953125,0.2327130681071921,0.1226318642369684,0.050390625,0.05291015625,Child
M,0.30078125,0.150390625,0.0751953125,0.6702798011147494,0.3422680484467786,0.150390625,0.15791015625,Child
M,0.05078125,0.025390625,0.0126953125,0.130388664483674,0.0632249623915089,0.025390625,0.02666015625,Child
M,0.25078125,0.125390625,0.0626953125,0.5470002954467472,0.2837080829946061,0.125390625,0.13166015625,Child
M,0.15078125,0.075390625,0.0376953125,0.3457705033997876,0.1837600517845641,0.075390625,0.07916015625,Child
I,0.35078125,0.175390625,0.0876953125,0.7818342029820006,0.4092485641854939,0.175390625,0.1841601562499999,Child
M,0.02578125,0.012890625,0.0064453125,0.0724788182028669,0.0283112693144228,0.012890625,0.01353515625,Child
